Timestamp,Price,Volume
1788287586,46.86,285
1788287589,46.84,98
1788287591,46.86,131
1788287594,46.86,239
1788287597,46.88,102
1788287598,46.89,325
1788287600,46.89,157
1788287601,46.90,106
1788287603,46.91,201
1788287604,46.90,284
1788287605,46.88,212
1788287608,46.87,153
1788287610,46.87,260
1788287612,46.85,157
1788287614,46.84,57
1788287616,46.84,261
1788287617,46.83,75
1788287619,46.84,170
1788287622,46.84,445
1788287625,46.82,150
1788287626,46.81,143
1788287627,46.79,197
1788287628,46.79,117
1788287631,46.78,42
1788287633,46.79,138
1788287636,46.78,85
1788287638,46.78,377
1788287640,46.78,137
1788287642,46.76,264
1788287643,46.76,205
1788287644,46.76,234
1788287647,46.77,134
1788287650,46.79,75
1788287651,46.77,63
1788287653,46.75,86
1788287655,46.74,348
1788287656,46.75,52
1788287657,46.74,373
1788287659,46.74,54
1788287660,46.73,401
1788287661,46.74,106
1788287664,46.73,125
1788287666,46.73,208
1788287668,46.73,274
1788287669,46.72,390
1788287671,46.72,124
1788287672,46.72,96
1788287675,46.73,154
1788287676,46.73,255
1788287677,46.71,100
1788287678,46.69,116
1788287679,46.71,149
1788287681,46.70,367
1788287683,46.69,163
1788287685,46.70,271
1788287686,46.69,389
1788287687,46.70,77
1788287690,46.68,203
1788287693,46.66,258
1788287694,46.66,372
1788287697,46.64,112
1788287698,46.66,257
1788287701,46.66,83
1788287702,46.65,251
1788287704,46.65,164
1788287707,46.64,41
1788287708,46.63,204
1788287711,46.62,118
1788287713,46.60,330
1788287714,46.60,257
1788287715,46.60,138
1788287716,46.59,322
1788287717,46.57,138
1788287720,46.58,142
1788287722,46.58,171
1788287723,46.58,166
1788287725,46.57,95
1788287727,46.55,186
1788287728,46.56,115
1788287729,46.55,208
1788287731,46.55,183
1788287733,46.56,64
1788287735,46.54,354
1788287738,46.53,59
1788287741,46.52,357
1788287742,46.53,110
1788287745,46.53,364
1788287746,46.53,54
1788287748,46.53,251
1788287750,46.52,263
1788287752,46.50,172
1788287755,46.49,310
1788287756,46.47,201
1788287758,46.47,65
1788287760,46.47,76
1788287762,46.46,193
1788287763,46.46,128
1788287766,46.46,56
1788287768,46.45,34
1788287769,46.45,278
1788287772,46.47,313
1788287774,46.47,69
1788287775,46.47,98
1788287778,46.46,222
1788287780,46.45,324
1788287783,46.44,458
1788287784,46.46,296
1788287787,46.45,182
1788287790,46.46,316
1788287793,46.47,100
1788287795,46.46,79
1788287797,46.44,203
1788287798,46.43,45
1788287801,46.45,316
1788287804,46.44,383
1788287807,46.45,244
1788287810,46.44,118
1788287812,46.43,56
1788287814,46.43,347
1788287815,46.44,251
1788287817,46.43,223
1788287818,46.42,268
1788287820,46.43,70
1788287822,46.43,253
1788287823,46.44,208
1788287824,46.44,240
1788287827,46.44,58
1788287830,46.44,67
1788287831,46.42,85
1788287832,46.43,349
1788287834,46.43,104
1788287835,46.43,122
1788287836,46.42,173
1788287837,46.40,301
1788287840,46.40,452
1788287842,46.39,134
1788287845,46.38,265
1788287847,46.37,331
1788287849,46.37,407
1788287852,46.38,363
1788287854,46.38,289
1788287855,46.38,143
1788287858,46.37,241
1788287859,46.35,217
1788287860,46.36,224
1788287861,46.35,385
1788287862,46.35,309
1788287865,46.35,66
1788287867,46.37,221
1788287869,46.36,329
1788287870,46.34,216
1788287872,46.33,103
1788287875,46.33,215
1788287876,46.32,78
1788287877,46.30,117
1788287879,46.32,238
1788287882,46.33,246
1788287885,46.32,200
1788287886,46.32,419
1788287888,46.31,151
1788287891,46.33,244
1788287893,46.32,136
1788287895,46.32,268
1788287898,46.32,206
1788287899,46.31,107
1788287901,46.31,255
1788287902,46.32,147
1788287905,46.32,303
1788287907,46.30,264
1788287908,46.29,324
1788287911,46.30,409
1788287914,46.29,230
1788287916,46.27,185
1788287917,46.28,192
1788287920,46.27,323
1788287922,46.28,143
1788287924,46.28,288
1788287927,46.27,291
1788287930,46.27,225
1788287931,46.27,351
1788287932,46.26,413
1788287933,46.24,39
1788287935,46.26,70
1788287938,46.25,179
1788287939,46.23,72
1788287940,46.23,244
1788287943,46.22,86
1788287946,46.22,144
1788287949,46.21,228
1788287951,46.21,57
1788287953,46.19,125
1788287956,46.17,143
1788287959,46.16,206
1788287960,46.17,203
1788287962,46.17,208
1788287965,46.15,77
1788287966,46.14,157
1788287969,46.14,203
1788287972,46.13,148
1788287973,46.12,462
1788287976,46.12,406
1788287978,46.13,243
1788287981,46.12,126
1788287984,46.11,54
1788287986,46.10,80
1788287989,46.08,171
1788287990,46.08,272
1788287992,46.09,402
1788287993,46.08,196
1788287995,46.07,84
1788287996,46.07,196
1788287998,46.05,274
1788288000,46.04,432
1788288002,46.06,133
1788288004,46.07,191
1788288005,46.06,152
1788288007,46.04,82
1788288009,46.04,383
1788288011,46.03,32
1788288012,46.03,86
1788288015,46.01,306
1788288018,46.00,156
1788288019,45.99,60
1788288021,45.99,330
1788288022,46.00,84
1788288025,45.99,130
1788288028,45.98,252
1788288030,45.97,41
1788288033,45.98,157
1788288035,45.99,67
1788288036,45.98,200
1788288039,45.99,224
1788288040,45.98,353
1788288043,45.99,137
1788288044,45.98,351
1788288047,45.98,336
1788288048,45.96,42
1788288050,45.96,105
1788288052,45.97,81
1788288053,45.96,177
1788288055,45.95,142
1788288056,45.96,249
1788288058,45.94,267
1788288059,45.93,156
1788288062,45.93,65
1788288065,45.93,103
1788288067,45.92,280
1788288068,45.91,245
1788288071,45.89,74
1788288073,45.88,155
1788288076,45.87,400
1788288077,45.87,125
1788288078,45.86,158
1788288081,45.84,446
1788288082,45.84,446
1788288083,45.83,225
1788288086,45.84,229
1788288088,45.84,286
1788288090,45.82,108
1788288092,45.82,272
1788288093,45.83,329
1788288095,45.83,304
1788288096,45.82,248
1788288097,45.82,144
1788288099,45.82,336
1788288102,45.81,244
1788288103,45.81,203
1788288106,45.82,182
1788288109,45.83,313
1788288111,45.82,328
1788288112,45.82,188
1788288114,45.83,287
1788288117,45.82,424
1788288118,45.82,315
1788288120,45.82,85
1788288122,45.82,68
1788288125,45.83,113
1788288128,45.82,220
1788288131,45.82,195
1788288132,45.81,191
1788288135,45.80,259
1788288138,45.79,281
1788288141,45.78,185
1788288142,45.78,108
1788288143,45.79,190
1788288146,45.78,155
1788288147,45.78,170
1788288149,45.77,195
1788288150,45.77,105
1788288153,45.76,197
1788288154,45.76,217
1788288155,45.77,109
1788288158,45.76,88
1788288159,45.75,326
1788288161,45.74,121
1788288163,45.73,110
1788288165,45.72,300
1788288167,45.72,465
1788288168,45.72,280
1788288171,45.71,358
1788288172,45.72,354
1788288173,45.74,244
1788288176,45.72,227
1788288177,45.71,288
1788288178,45.71,262
1788288179,45.69,61
1788288182,45.71,43
1788288185,45.73,45
1788288188,45.71,393
1788288190,45.71,93
1788288193,45.69,106
1788288195,45.69,68
1788288197,45.68,197
1788288198,45.68,266
1788288199,45.68,250
1788288202,45.68,174
1788288203,45.69,48
1788288206,45.67,99
1788288208,45.67,138
1788288209,45.67,204
1788288211,45.65,279
1788288213,45.64,101
1788288214,45.63,310
1788288215,45.64,105
1788288217,45.65,26
1788288218,45.67,377
1788288221,45.66,306
1788288224,45.66,287
1788288227,45.67,155
1788288229,45.69,330
1788288231,45.69,66
1788288233,45.67,134
1788288236,45.65,232
1788288239,45.66,76
1788288240,45.64,80
1788288243,45.64,142
1788288245,45.62,240
1788288247,45.61,206
1788288249,45.59,189
1788288251,45.59,271
1788288253,45.58,111
1788288256,45.59,122
1788288259,45.58,85
1788288262,45.58,162
1788288263,45.58,135
1788288266,45.57,119
1788288268,45.57,279
1788288269,45.56,155
1788288272,45.56,154
1788288275,45.55,308
1788288276,45.55,131
1788288279,45.55,117
1788288282,45.53,78
1788288284,45.53,191
1788288286,45.52,363
1788288289,45.52,369
1788288292,45.51,268
1788288293,45.50,148
1788288295,45.50,120
1788288297,45.50,79
1788288298,45.49,190
1788288301,45.48,137
1788288304,45.48,85
1788288307,45.48,221
1788288309,45.48,320
1788288312,45.47,131
1788288314,45.46,321
1788288316,45.45,427
1788288318,45.44,119
1788288319,45.43,200
1788288322,45.42,65
1788288325,45.41,195
1788288327,45.41,256
1788288330,45.40,173
1788288332,45.39,169
1788288335,45.39,259
1788288337,45.39,107
1788288339,45.39,251
1788288341,45.37,284
1788288343,45.36,389
1788288345,45.37,294
1788288346,45.35,184
1788288349,45.35,362
1788288350,45.34,140
1788288353,45.33,179
1788288356,45.33,189
1788288358,45.32,53
1788288360,45.32,123
1788288361,45.33,182
1788288363,45.32,56
1788288364,45.32,208
1788288366,45.32,106
1788288369,45.32,455
1788288371,45.34,178
1788288372,45.34,444
1788288375,45.34,233
1788288377,45.35,285
1788288380,45.34,116
1788288383,45.33,152
1788288385,45.34,55
1788288386,45.33,184
1788288388,45.33,212
1788288389,45.33,242
1788288390,45.32,135
1788288391,45.30,52
1788288393,45.29,252
1788288394,45.27,410
1788288395,45.26,231
1788288396,45.25,237
1788288399,45.23,231
1788288400,45.22,282
1788288402,45.21,282
1788288404,45.20,189
1788288405,45.19,79
1788288408,45.19,306
1788288410,45.19,120
1788288412,45.20,64
1788288415,45.19,311
1788288417,45.18,140
1788288420,45.18,324
1788288423,45.17,174
1788288424,45.16,204
1788288426,45.16,54
1788288429,45.15,98
1788288432,45.16,190
1788288434,45.17,253
1788288435,45.18,350
1788288436,45.17,244
1788288437,45.15,345
1788288438,45.16,122
1788288439,45.15,146
1788288440,45.16,59
1788288442,45.16,314
1788288443,45.16,395
1788288446,45.17,311
1788288448,45.17,252
1788288450,45.18,395
1788288453,45.18,156
1788288454,45.18,295
1788288455,45.18,179
1788288457,45.17,200
1788288460,45.16,383
1788288463,45.16,211
1788288465,45.16,260
1788288468,45.15,112
1788288469,45.13,221
1788288471,45.15,149
1788288473,45.13,268
1788288474,45.13,184
1788288477,45.12,276
1788288480,45.13,243
1788288482,45.15,78
1788288483,45.15,201
1788288485,45.14,46
1788288487,45.13,307
1788288489,45.13,284
1788288490,45.13,201
1788288491,45.12,108
1788288494,45.11,333
1788288495,45.10,358
1788288498,45.12,145
1788288499,45.11,157
1788288502,45.11,284
1788288504,45.11,395
1788288505,45.11,265
1788288508,45.11,437
1788288510,45.12,80
1788288513,45.13,79
1788288514,45.13,200
1788288516,45.13,219
1788288518,45.13,154
1788288521,45.15,110
1788288524,45.16,240
1788288526,45.15,291
1788288527,45.14,88
1788288528,45.12,217
1788288531,45.13,321
1788288532,45.15,108
1788288534,45.15,164
1788288537,45.14,94
1788288539,45.12,277
1788288540,45.13,339
1788288541,45.13,84
1788288543,45.11,37
1788288545,45.10,181
1788288548,45.11,352
1788288551,45.10,295
1788288553,45.10,212
1788288556,45.10,99
1788288557,45.11,169
1788288558,45.09,142
1788288561,45.09,280
1788288563,45.07,264
1788288564,45.07,165
1788288567,45.07,121
1788288568,45.07,97
1788288570,45.06,268
1788288571,45.07,229
1788288574,45.06,419
1788288576,45.05,146
1788288579,45.05,197
1788288581,45.06,71
1788288584,45.05,300
1788288586,45.05,208
1788288589,45.04,68
1788288590,45.03,82
1788288591,45.01,28
1788288594,45.03,293
1788288597,45.01,285
1788288600,45.00,184
1788288602,44.99,134
1788288604,44.98,166
1788288607,44.99,124
1788288610,44.99,85
1788288612,44.99,240
1788288614,44.98,209
1788288616,44.99,118
1788288617,44.97,123
1788288620,44.95,121
1788288622,44.95,358
1788288624,44.96,282
1788288626,44.97,357
1788288628,44.98,316
1788288629,44.99,270
1788288632,44.99,333
1788288634,44.98,265
1788288636,44.96,158
1788288639,44.95,259
1788288642,44.95,376
1788288645,44.94,177
1788288646,44.93,126
1788288647,44.91,452
1788288649,44.91,200
